title,date,source,author,category,label
Partner according start.,6/2/2022,,Joseph Pugh,Health,real
Nothing baby learn action night drug score.,3/31/2025,,Jonathan Pope,Health,real
Right she major mission.,10/17/2022,NY Times,Michelle Cruz,Health,fake
Agreement raise right here serious face leg.,5/21/2023,BBC,Robert Ingram,Sports,fake
Statement Congress ago foreign fly.,5/9/2024,BBC,April Gordon,Science,real
Finally see peace seek hotel.,10/11/2023,Fox News,Brian Olson,Sports,fake
View popular reveal remember company let stop true.,3/14/2025,BBC,Robert Owens,Sports,real
Six save learn resource.,4/28/2024,Fox News,Reginald Smith,Science,real
Fine group policy.,1/25/2023,Reuters,Elizabeth Cook,Politics,real
Inside law country board same form job.,11/16/2023,Reuters,Ruth Tran,Sports,real
Style north yourself however design environmental listen.,1/2/2023,CNN,Joshua Jimenez DVM,Technology,fake
Necessary unit move subject job available agree husband.,6/22/2022,Global Times,James Olson,Health,fake
Free reveal piece maintain give resource.,3/22/2024,NY Times,Ryan Johnson,Technology,fake
Phone stop draw trip sure.,4/26/2022,CNN,Ashlee Griffin,Politics,real
Father for also early newspaper happy financial.,1/6/2025,Daily News,Jessica Roman,Health,fake
Pull order if such several fine.,8/20/2024,CNN,Jamie Owens,Politics,real
Where chair offer lead nearly daughter.,11/7/2023,Reuters,Kelly Vaughn,Business,real
Help money media religious task property part choose.,1/20/2025,Global Times,Felicia Anderson,Politics,real
Responsibility while side indicate world method.,9/15/2022,BBC,Christopher Morton,Sports,real
Region movement phone agent.,12/28/2024,BBC,Carlos Rocha,Politics,real
Politics treat fill specific business whole.,9/16/2024,Fox News,Jeffrey Jones,Politics,real
Away bar plan near defense piece.,12/10/2023,NY Times,Felicia Patterson,Technology,real
Its cultural by throughout bed yet.,8/29/2024,,Mrs. Judy Walker,Business,fake
Become upon measure.,11/23/2022,BBC,Taylor Allen,Politics,real
Should note common something study reduce fast religious.,5/14/2022,Global Times,Jonathan Manning,Entertainment,real
Cover green travel fall all environment.,8/1/2023,Daily News,Jared Beasley,Politics,fake
Late with resource think society.,10/10/2024,Daily News,Daniel White,Technology,fake
Relate method actually get determine trip night bag.,7/8/2022,BBC,Janet Stephenson,Politics,real
Then local rule.,11/8/2024,Global Times,Tracy Edwards,Technology,fake
Quickly cultural over current particularly.,12/22/2024,Daily News,Christopher Walker,Technology,real
Cost eight far best simply body west.,1/13/2025,CNN,Timothy Hood,Sports,real
Usually line machine mean then team.,8/5/2022,NY Times,Maria Thompson,Science,real
Money reflect home successful wait recently value.,7/22/2022,The Guardian,Johnny Pena,Technology,real
Arm man road half second.,4/6/2024,BBC,Mrs. Melissa Pearson,Technology,real
Worry much certainly idea size among water long.,6/27/2024,Global Times,Robert Rodriguez,Health,real
Game put current.,10/20/2023,BBC,Valerie Ramirez,Health,fake
Appear present understand rest.,4/26/2023,Global Times,Joshua Clarke,Health,real
Support help argue energy music arrive.,1/17/2025,NY Times,Matthew Webb,Health,fake
Happen nearly this let candidate box open.,2/12/2025,Fox News,Luis Frazier,Science,fake
His sometimes main day.,3/19/2025,CNN,Thomas Hoover,Business,fake
National imagine dream speech toward certain.,12/11/2024,Fox News,Mary Medina,Science,fake
Theory mention much skin service no compare purpose.,4/8/2025,Reuters,Megan Powell,Sports,fake
Career discussion eye catch.,12/12/2023,CNN,Mr. Jeffrey Turner,Entertainment,fake
Talk week effect land sing affect upon another.,4/29/2022,,Jonathan Ballard,Sports,fake
Hospital degree deal film.,3/23/2025,CNN,Heather Carter,Entertainment,real
Man include money two.,8/30/2023,Fox News,Ashley Gordon,Business,fake
Black office chance give a along ask.,5/6/2022,The Guardian,Barbara Gillespie,Sports,real
Nothing campaign high.,9/11/2024,BBC,Nathaniel Kim,Entertainment,fake
Coach including answer drug pressure section.,5/31/2024,BBC,Valerie Reyes,Science,real
Week pattern news already single born tough.,11/29/2023,CNN,Anna Knapp,Science,real
Soon hundred size expect.,11/7/2024,,Katherine Reynolds,Sports,fake
Miss major pay couple.,4/20/2023,Daily News,Brian Campbell,Science,real
Key give war church.,3/2/2025,Daily News,Emily Dean,Business,fake
Rock ground particularly identify story artist.,9/28/2022,CNN,Rebecca Sullivan,Health,real
Positive easy sell yes often however into.,8/10/2023,BBC,Luis Blackburn,Technology,fake
Yeah include when series third.,3/31/2023,Reuters,Dr. Gina Sosa,Entertainment,fake
Explain reality fact concern magazine.,3/29/2023,Reuters,Martin Evans,Science,real
Doctor three carry only.,12/18/2024,The Guardian,Bethany Perez,Business,real
Usually against difficult star hold.,9/25/2024,CNN,Carla Bell,Business,real
Such right quickly film lead.,2/28/2023,CNN,Laura Berg,Business,fake
Bad somebody respond pick.,4/11/2024,CNN,Daniel Solomon,Business,real
Once both reach past son past government let.,11/16/2022,NY Times,Adam Griffin,Business,real
Accept ok source father modern price without.,8/17/2022,NY Times,,Technology,real
Increase dog garden.,5/6/2024,,Matthew Craig,Science,fake
Visit he and military degree.,8/13/2024,Reuters,Andrew Diaz,Science,real
Recently send tend write travel foot charge.,8/18/2024,Reuters,Kelly Morrison,Sports,fake
Soldier still senior.,11/17/2024,Global Times,Jennifer Meadows,Technology,real
Like he few weight reach live similar chair.,5/16/2022,Reuters,Ann Dean,Politics,fake
Stuff trouble bank role community.,11/18/2023,BBC,Linda Shaw,Business,real
Not hair business everything left discuss reach run.,7/7/2024,NY Times,Jessica Lewis,Science,fake
Thank father great democratic address series.,1/20/2025,NY Times,Lori Delgado,Entertainment,fake
Understand foreign human up know step.,8/7/2022,Daily News,,Science,real
Decision card you director.,12/11/2023,BBC,Adam Jones,Sports,real
Interesting decision fund writer.,4/26/2023,Global Times,,Entertainment,real
Able watch girl serious time.,2/15/2025,Global Times,Anthony Keith,Politics,fake
To blood take person lead society.,8/9/2023,Global Times,Lindsay Trujillo,Science,fake
If carry research tonight anyone.,2/15/2024,BBC,Kristen Graham,Health,real
Factor middle weight significant.,12/6/2022,,Linda Lee,Politics,real
Ever should foreign focus hold begin.,4/30/2022,Daily News,Mark Gallagher,Entertainment,fake
Before election one suddenly network check.,2/4/2025,NY Times,Carolyn Jones,Politics,real
Fall doctor its structure culture.,5/2/2022,Reuters,Michelle Martinez,Business,fake
Sense no the organization.,10/20/2024,Reuters,James Kirk,Sports,fake
Mr standard pull bring collection next.,10/7/2024,Fox News,Erica Griffith,Business,fake
Test TV exist matter.,7/17/2024,Fox News,Elizabeth Ho,Politics,fake
There serious think.,2/26/2025,Fox News,Paul Chavez,Science,fake
Then scene business arrive before local police American.,2/11/2025,BBC,Justin Johnson,Politics,real
Model see financial deal animal just.,9/23/2023,Fox News,,Science,fake
Audience four art section assume a may out.,10/6/2024,NY Times,Mr. Ernest Harris Jr.,Sports,fake
Reality north single address model conference.,1/24/2023,Fox News,Christopher Miller,Business,real
Discuss development recent within.,11/9/2024,NY Times,Heather Garcia,Technology,fake
Way front million rest recent.,2/13/2023,Reuters,Sheryl Mann,Entertainment,real
Finish score manager street perhaps many.,11/21/2024,NY Times,Heather Butler,Entertainment,fake
Down because recent appear.,6/17/2024,Daily News,Robert Stephens,Technology,real
Grow vote play report possible.,12/29/2023,Reuters,Catherine Coleman,Science,fake
Mean range example friend could these.,1/5/2025,Reuters,Alyssa Allen,Entertainment,fake
Maybe list blue.,12/2/2023,BBC,Jacqueline Liu,Politics,fake
Hospital reveal leg quickly able red size must.,1/20/2024,Fox News,Brittany Bautista,Business,fake
List himself wide now trip unit discuss.,7/27/2024,Daily News,William Thomas,Health,real
Remain staff nice police this security.,9/3/2023,Daily News,Mary Greene,Science,fake
Most attention federal market benefit certain site.,12/11/2022,Fox News,Gloria Johnson,Technology,real
Instead condition spring listen.,11/24/2024,NY Times,Tina Miller,Science,real
Message low natural rock remember call bar.,2/19/2023,Fox News,Chloe Perry,Sports,real
Already live artist bar.,12/1/2024,,Albert Smith,Politics,real
Reveal it subject bit popular economy.,4/9/2024,NY Times,Derek Wilson,Politics,fake
Short decade management somebody few song sister.,9/15/2024,Fox News,Emily Warren,Business,real
Easy offer rock stock deal discussion final.,3/19/2024,CNN,Brian Rhodes,Sports,fake
Available ever bar evening in.,10/6/2023,NY Times,Laura Riley,Technology,fake
Worry cell owner.,5/12/2024,Daily News,Erik Heath,Health,real
Later listen consumer mean magazine born open.,4/23/2024,Global Times,Jon Kane,Technology,fake
Tonight avoid reflect impact.,11/28/2024,Fox News,Elizabeth Contreras,Health,real
Edge learn certainly picture increase human.,10/30/2022,Reuters,Donna Aguirre,Business,fake
Specific bring series almost medical Republican.,11/27/2024,NY Times,Robin Castaneda,Business,fake
Matter medical thought stock environmental.,6/29/2022,The Guardian,Jamie Goodman,Politics,fake
For size seek how yard benefit on.,12/17/2022,BBC,Kelly Maldonado,Business,real
Official alone learn case speech his these.,8/14/2022,The Guardian,Laura Patton,Science,fake
Born spend respond at energy huge.,4/19/2024,Daily News,Sherry Schneider,Health,fake
Tough design fine writer scene face even kid.,4/19/2024,Reuters,Richard Garcia,Sports,real
Or both conference relate person officer standard.,4/12/2023,NY Times,Frank Roth,Business,real
Young dark gas pattern.,6/2/2023,Reuters,Alisha King,Politics,real
Whom pay certainly hot line.,4/22/2023,The Guardian,Brian Jones,Business,fake
Tree late owner success night figure.,1/30/2024,Fox News,Abigail Garcia,Technology,real
Still food often song turn.,3/20/2025,CNN,Jordan Farmer,Health,real
Where idea response since lay.,11/10/2022,Reuters,Mrs. Bridget Pollard,Entertainment,fake
Skill study action church thing.,1/6/2024,Daily News,Phillip Christensen,Technology,fake
Employee control program.,4/6/2023,CNN,Kaitlyn Adams,Science,real
Serious maybe determine.,3/1/2024,CNN,Amber Patterson,Science,real
Key Congress from course.,5/5/2023,Global Times,Michelle Ibarra,Entertainment,fake
Soldier last suddenly we.,12/14/2022,Reuters,Donald Haney,Business,fake
Should west big bag term new run throw.,1/15/2023,Daily News,Carolyn Nunez,Entertainment,real
Be various foot quite hundred although.,5/23/2022,NY Times,Tom Williams,Technology,real
Security hotel common clear.,5/26/2024,Reuters,Katherine Herrera,Science,fake
Deep bag peace dinner.,1/4/2025,The Guardian,Steven Brown,Entertainment,fake
Reveal arrive special population improve might.,10/17/2024,Daily News,Tamara Green,Sports,fake
Race high break part wife Mrs right.,1/29/2024,Reuters,Jessica Golden,Entertainment,fake
Tonight option section college put everybody.,10/3/2024,BBC,Paige Johnston,Politics,fake
Economy pressure challenge grow Mr consider news.,1/28/2024,Fox News,Tanner Miller,Politics,fake
Hot allow economy wall fast case.,8/29/2022,Daily News,Dustin Hamilton,Health,real
Hair energy stage serious.,4/24/2024,Global Times,Ashley Myers,Sports,real
Strong crime war white.,9/16/2023,Global Times,Nathaniel Wang,Health,real
Girl keep remember small common window reality.,11/1/2023,BBC,Edward Evans,Business,real
She help parent style upon find.,1/30/2023,NY Times,Mary Torres,Politics,fake
Around cause item growth interesting.,11/19/2022,Global Times,Timothy Jackson,Entertainment,fake
Democratic form fill such find.,1/1/2024,Fox News,Robert Schmidt,Entertainment,real
Fish trade attack bar arrive.,3/2/2023,Global Times,Stefanie Robinson,Sports,real
Race author law magazine else senior represent.,5/12/2024,Global Times,Mark Thomas,Entertainment,fake
Night avoid ready current career.,9/22/2024,,Jonathan Phillips,Sports,fake
Career security remember civil tonight health.,4/29/2022,Reuters,Alexandria Schroeder,Politics,real
Collection bad offer leave capital check thousand do.,7/6/2022,Reuters,Amanda Matthews,Health,fake
Environment section miss different.,10/21/2023,Fox News,Donald Brown,Science,real
Stage voice key shake too glass.,7/25/2024,Daily News,Michael Chen,Science,real
Recognize tend phone information half list investment.,12/29/2023,The Guardian,Justin Boyd,Science,real
Low matter build though certainly performance establish word.,4/15/2025,CNN,Melissa Williams,Technology,fake
Important unit doctor condition seat peace produce.,9/30/2024,Daily News,Scott Robinson,Science,real
Guess race property generation.,8/17/2022,Global Times,Tonya Cruz,Sports,fake
Your girl news which.,10/13/2023,Daily News,Christopher Roberts,Business,real
Democrat whether dog mind argue price.,7/23/2023,Fox News,William Allison,Health,fake
Three cut machine find.,5/29/2023,BBC,Nicole Burton,Health,fake
Crime report behind nor environmental.,9/15/2022,Global Times,Robert Weber,Science,fake
Dream media develop bit realize modern.,12/24/2023,The Guardian,Lauren Peterson,Sports,real
Agree agent nor order ago resource want.,5/29/2022,BBC,,Politics,fake
My series forward nature.,11/27/2023,BBC,Heather Parker,Science,fake
Subject already growth view office ground dog.,8/31/2024,The Guardian,Louis Tucker,Health,real
Staff live all he public.,5/21/2023,Fox News,Russell Johnson,Politics,real
Main radio late most hard.,3/22/2023,The Guardian,Kelly Estes,Entertainment,real
Green man enjoy democratic six truth local.,3/26/2025,Global Times,Melissa Ellis,Politics,fake
Work close paper Mr book real parent.,12/12/2024,BBC,William Kelley,Technology,fake
Consider bit food police make.,9/13/2024,Global Times,,Technology,fake
Contain serious put.,7/26/2022,Daily News,Pamela Mitchell,Science,fake
Office learn western position.,2/10/2024,Fox News,Amy Miles,Sports,real
Student trip sure list blue.,12/7/2024,Fox News,Kathleen Mcbride,Business,fake
Large cold activity.,4/1/2023,,Zoe Snyder,Technology,real
Party live drug very car.,11/5/2024,Reuters,Shawn Stevens,Technology,real
Process decade coach should continue discover.,7/16/2023,BBC,Eric Roach,Sports,fake
Tree according might perhaps.,11/26/2022,Reuters,Danielle Pollard,Health,fake
Apply bit stand record only expect.,9/9/2023,CNN,Hector Dennis,Technology,real
Subject realize vote school central performance tend it.,3/2/2025,Global Times,Natasha Gross,Business,fake
Theory form research wide bar strategy.,1/30/2025,Global Times,Elaine Hebert,Sports,fake
Tell level maybe else produce health.,8/27/2024,CNN,Steven Banks,Science,fake
Couple particular member material player open bag.,7/25/2024,Fox News,Crystal Hendrix,Sports,fake
Win room media pull tough bar.,5/17/2023,NY Times,Sheila Lee,Health,real
Artist air see state.,12/19/2024,Reuters,Christopher Griffin,Technology,fake
Note camera name stand I.,3/2/2024,Fox News,Denise Rodriguez,Politics,fake
Statement lot question.,8/11/2024,Daily News,Scott Harris,Entertainment,fake
Themselves with east ready task.,7/25/2022,The Guardian,Logan Hughes,Entertainment,real
Continue community ready service usually.,10/24/2024,CNN,Tiffany Haas,Health,real
Glass do value.,4/12/2024,BBC,Lindsay Williams,Politics,fake
Represent expect boy point.,4/3/2023,BBC,Christopher Ross,Business,real
Collection agent nation conference bit hair.,6/13/2022,CNN,Charles Gallagher,Entertainment,fake
Phone medical too reason star yes consumer.,4/9/2024,Daily News,Olivia Ward,Business,fake
Sea card thus small according.,5/11/2023,Daily News,Alexandra Montoya,Politics,real
Town subject case allow chair night natural.,2/28/2025,NY Times,Robert Lee,Technology,real
Kid child message degree financial.,3/24/2024,Reuters,Lawrence Rice,Sports,real
Our song happy resource whatever.,11/25/2022,Global Times,Anne Gomez,Business,real
Just feeling almost.,8/17/2024,CNN,Alexis Reeves,Science,fake
Level million travel friend continue.,8/26/2024,Global Times,Daniel Lee,Technology,real
Who really with.,7/25/2022,Fox News,Tiffany Watkins,Science,fake
Should learn skin effect real authority letter.,12/9/2022,NY Times,Anna Roberson,Politics,real
Group away mouth pretty.,11/9/2024,Global Times,Michael Baker DDS,Business,real
Board skin six scientist hair discussion perform table.,10/25/2024,BBC,William Stanley,Sports,fake
High budget value history.,4/19/2024,Fox News,Judith Sanchez,Politics,real
How player grow nearly community.,5/26/2024,Global Times,April Fowler,Business,real
Director great hear.,4/13/2025,NY Times,Gary Krueger,Politics,fake
Series administration heavy.,5/15/2024,The Guardian,Nicole Blair,Politics,real
That drug partner move parent pattern.,6/27/2022,Daily News,Kimberly Howell,Science,fake
Husband decade increase Mr situation.,2/28/2024,The Guardian,Victoria Salas,Technology,fake
Officer watch boy answer operation recently may.,2/17/2023,Fox News,Justin Contreras,Politics,fake
Value address community front day.,12/27/2024,Reuters,Jessica Zimmerman,Entertainment,real
Affect red exist produce energy cold.,6/20/2023,Fox News,Scott Lawrence,Health,real
All health song activity per.,11/22/2023,Global Times,Barbara Burke,Science,fake
Meet always hold near.,4/11/2024,BBC,Christopher Johnson,Health,fake
Their international forward throw.,12/30/2023,Reuters,Clinton Harmon,Health,real
Do central late work art next.,11/26/2023,Global Times,Katherine Brown,Science,fake
Better ask entire century history themselves work.,8/4/2022,Fox News,Robert Harris,Sports,real
Through knowledge white process chance human.,12/21/2022,Reuters,Edward Weber,Sports,real
Perform party key plan.,10/28/2023,NY Times,Kelly Figueroa,Technology,fake
Build successful thought now.,11/11/2024,NY Times,,Technology,real
Child matter subject agency study.,1/22/2024,Fox News,Timothy Coleman,Sports,real
Really forget simple.,10/9/2024,Daily News,Michael Macias,Science,real
Age single address official few.,5/6/2022,Global Times,Robert Nelson,Business,real
Body nearly bill last.,3/19/2024,NY Times,,Business,fake
Whatever together sometimes certainly.,8/16/2022,The Guardian,Cameron Turner,Business,fake
Bring know opportunity on main.,8/3/2024,NY Times,Brian Henry,Politics,fake
Their part teacher serious boy accept into reality.,8/28/2023,NY Times,Chelsea Velez,Business,real
On natural suddenly down stuff dark strategy.,10/18/2023,BBC,Michael Archer,Health,fake
Current floor special deep wife.,3/9/2025,BBC,Jodi Bauer MD,Sports,real
Region throughout end walk against fight time.,3/16/2025,CNN,Terry Shepard,Business,real
Trial or someone part condition strategy.,11/23/2022,Fox News,Benjamin Estrada,Health,fake
Information mention always hand mention.,12/4/2024,Fox News,Philip Johnson,Sports,fake
Vote unit myself close.,12/13/2024,BBC,Bradley Schmidt,Business,fake
Determine student more over say property over create.,3/1/2023,The Guardian,Alicia Zhang,Health,fake
Focus answer turn long book not.,11/23/2023,Fox News,Kathleen Church,Entertainment,fake
Both too look wall memory year.,3/28/2023,The Guardian,,Technology,fake
Three station employee might common head.,10/26/2023,CNN,Kevin Acevedo,Politics,real
Cold ask learn the our contain present firm.,9/16/2022,CNN,Victor Short,Technology,fake
Site source collection senior lay computer.,4/9/2025,CNN,Spencer Robinson,Sports,real
Newspaper hair official agree personal finish.,1/2/2025,CNN,Tyrone Campos,Entertainment,real
Draw him old wish value.,6/2/2024,BBC,Shannon Guzman,Business,fake
Light during late energy maintain share.,4/23/2025,Fox News,William Mckee,Business,fake
Door stuff early anyone attention floor up.,5/13/2023,CNN,Nicholas Fitzpatrick,Politics,fake
Child save phone.,11/27/2023,Daily News,James Walsh,Business,fake
Reflect far relationship own weight case.,10/8/2023,NY Times,Brooke Todd,Entertainment,fake
Green second race event entire four explain.,8/15/2022,Reuters,Lauren Foster,Technology,real
Picture audience truth next relationship the reduce.,5/19/2022,Fox News,Nicholas Jackson,Politics,real
Represent machine heart.,12/15/2023,NY Times,Sabrina Daniels,Sports,real
Animal whether player.,7/3/2022,Daily News,Elizabeth Lee,Sports,real
Heavy leader main pass.,3/14/2024,BBC,Anthony Hunter,Business,real
Send ball care short.,2/24/2023,Fox News,Mariah French,Sports,fake
Point fish from quality.,7/28/2024,BBC,Victor Duke,Politics,fake
Again investment term risk nothing.,7/6/2023,NY Times,Madison Trujillo DDS,Business,fake
Guess can while civil reveal.,3/6/2024,BBC,Ryan Duffy,Health,fake
Street pull professional child heavy reflect wall.,6/17/2024,Daily News,John Lewis,Entertainment,fake
Increase soldier sometimes song behavior dog.,5/26/2023,,Eric Smith,Health,fake
Yet most smile us pretty off the.,1/5/2024,BBC,Jane Peterson,Sports,fake
Necessary choice kitchen fall program.,12/2/2023,Global Times,Melissa Morales,Technology,fake
Become stage north discussion end yes public.,2/25/2024,The Guardian,Meghan Bailey MD,Entertainment,fake
Leg represent why score TV.,1/28/2025,The Guardian,Kristie French,Entertainment,fake
Nice area heavy support.,8/21/2023,CNN,Diana Wilson,Health,fake
Check join century Democrat evening ago bit.,4/13/2025,Reuters,Kelly Bailey,Technology,fake
However appear lot great prove.,5/15/2024,Fox News,Russell Acosta,Entertainment,fake
Out guy season.,7/11/2022,Fox News,Sara Morales,Health,fake
Same talk drive itself.,3/11/2025,BBC,Sandra Guzman,Science,fake
Must federal land PM break how.,5/28/2024,Reuters,Barbara Moore,Business,real
Group tell site quite career.,3/10/2023,CNN,Heather Garner,Sports,real
Environmental cost purpose current cause low lawyer.,8/27/2023,Reuters,Heather Atkins,Sports,real
House director that offer career human care.,6/11/2023,Daily News,Larry Moore,Health,fake
After yes interesting decision huge.,10/4/2023,NY Times,Zachary Hammond,Entertainment,fake
Huge dog its not sometimes.,6/5/2023,The Guardian,Justin Bennett,Science,real
Student hotel evidence sit administration record opportunity computer.,11/11/2022,Daily News,Steven Ortiz,Sports,real
Sort south model clear cell college.,12/20/2023,NY Times,Angel Becker,Business,fake
Pressure style picture pay sea not my.,5/16/2023,BBC,Timothy Armstrong,Politics,real
Standard your although.,5/20/2023,The Guardian,Garrett Macdonald,Politics,real
Concern four sometimes leader feeling dark relationship.,6/25/2023,,Jennifer Matthews,Business,real
Discussion central tell enter yet produce major piece.,3/18/2023,Fox News,Joel Mejia,Business,real
World doctor instead worker religious religious.,6/29/2022,Global Times,Brittany Stevens,Science,real
Group argue out policy total yourself property.,9/16/2023,Daily News,Jessica Robinson,Politics,real
Oil clear carry effort leg suffer.,1/18/2025,Fox News,Jay Gonzales,Technology,fake
Activity space century stop prevent thing more.,3/14/2024,BBC,Joseph Ramos,Politics,fake
Might including stop significant.,10/7/2024,Reuters,Juan Williams,Sports,real
Interview red yard remember.,2/2/2024,BBC,Michael Young,Sports,real
Simple drop tend room.,10/17/2022,BBC,Holly Ferguson,Business,real
Bad low standard hair.,9/21/2022,CNN,Lauren Russo,Science,real
Democrat single church condition.,4/19/2023,The Guardian,Danielle Meyers,Science,real
Painting general draw street avoid.,7/30/2023,BBC,Ryan Moore,Entertainment,real
Model clear example popular song family.,4/1/2023,CNN,Julie Smith,Business,real
Line coach base director author.,3/4/2025,Reuters,Patricia Turner,Sports,real
Science ask whom although according social image.,11/19/2022,Reuters,Christina Brooks,Business,real
Him fast on federal final past.,8/21/2022,BBC,Rachel George,Politics,real
Again guess window.,10/5/2023,Reuters,,Entertainment,real
Space seven stop change our.,7/20/2022,Global Times,Charles Miller,Sports,real
Imagine here than style our before American.,7/13/2022,Reuters,Derek Watkins,Health,real
Law sure expert hot everyone government general end.,4/13/2023,Daily News,Carrie Morgan,Business,fake
Do toward much within society.,7/26/2023,Daily News,Jaime Young,Sports,fake
Purpose art television consider its.,7/2/2023,NY Times,Donald Gillespie,Science,real
Do thus manager well.,2/12/2025,Global Times,Mark Griffith,Science,fake
Leader experience energy of care include.,1/4/2024,CNN,Kathryn Mayo,Health,real
Such behind nature store week mother expect.,9/12/2022,CNN,Sarah Brown,Entertainment,fake
Wall much story relationship single.,2/9/2023,NY Times,Heather Simpson,Science,real
Citizen history try there building evidence.,4/5/2025,NY Times,Dana Knight,Sports,fake
Week man again second few position part.,12/19/2022,Reuters,Kayla Wright,Technology,real
Wish business shoulder difficult spring.,9/14/2024,CNN,Laura Wagner,Technology,fake
Blue want total executive attorney for conference.,12/22/2024,Daily News,Jason Foster,Politics,real
Tax one as history standard.,2/27/2024,Reuters,Rebecca Mercado,Technology,fake
Skill walk popular one already turn eat.,7/31/2024,NY Times,Ryan Campbell,Science,real
Once sit whole structure.,9/12/2024,CNN,Regina Park,Technology,fake
Born several budget dinner box.,10/2/2024,Global Times,Michael Chang,Business,fake
Kind ten feel travel.,10/11/2022,Daily News,Gregory Love,Technology,real
Husband they hair fear.,7/28/2024,NY Times,Jeffrey Juarez,Politics,real
But go kid word then price.,11/7/2022,Reuters,Michael Tran,Science,real
Example fire everyone its group will task analysis.,4/7/2023,Fox News,Kyle Bowen,Politics,fake
These social realize training blood stock.,6/9/2024,Fox News,Caroline Brown,Sports,real
American soon experience.,10/19/2022,NY Times,Monica Swanson,Politics,fake
Foot government foot with low others model.,7/19/2024,Fox News,Jodi Mosley,Science,real
Color nothing cost also staff.,4/12/2023,Daily News,Tracy May,Science,fake
Language material public perhaps safe.,7/4/2024,CNN,Traci Hall,Technology,fake
Bar big worker economy create low.,4/21/2025,Fox News,Matthew Barrett,Sports,real
Outside them staff concern police difference.,5/16/2022,NY Times,Sarah Morris,Science,real
Thousand knowledge available perhaps source.,11/10/2022,NY Times,Todd Hayes,Politics,real
Nature newspaper term government.,2/3/2024,,,Entertainment,real
Consumer environmental city own itself level.,9/13/2022,The Guardian,Dale Osborne,Entertainment,real
Church back fear dark movement.,9/26/2022,Global Times,Jessica Allison,Science,fake
Actually cell fire already.,6/11/2023,BBC,Christina Colon,Entertainment,fake
Physical study finally music phone former.,1/27/2025,The Guardian,Lisa Haynes,Health,fake
Statement service rise good purpose.,10/4/2024,Reuters,Tyler Brown,Technology,fake
Fight business design environmental office offer.,10/31/2022,The Guardian,Nicholas Bradley,Business,real
Such start natural process after.,11/13/2022,CNN,Anthony Carter,Health,fake
Concern effort tend really.,7/10/2024,NY Times,Daniel Wright,Entertainment,real
Option relate require thought however.,4/1/2024,Fox News,Stephanie Luna,Business,fake
Security one space day teacher.,10/7/2022,BBC,Sean Jackson,Sports,fake
Walk election nearly miss space still.,12/2/2024,Daily News,Cory Long,Health,real
Sign my church mention despite popular.,11/3/2022,Daily News,Bonnie Stein,Sports,fake
May black pick speech population reflect animal remain.,8/28/2023,Daily News,,Entertainment,real
Such however anyone light skill top explain thank.,3/6/2025,CNN,Jessica James,Politics,fake
Return year want better choose.,8/14/2023,Reuters,Kevin Romero,Politics,fake
Wide continue sister enter.,6/2/2024,,James Burch,Entertainment,fake
Argue billion task particularly.,12/10/2022,The Guardian,Manuel Rodriguez,Politics,real
Seat type career so stuff everyone rest.,4/1/2025,Fox News,Bradley French,Entertainment,fake
These thus meet ask billion hit week.,4/30/2024,BBC,Stephanie Fry,Health,fake
Minute next few him quite attorney another.,1/15/2023,NY Times,Fred Estes,Sports,fake
Develop skin work effort rule large strong certainly.,4/15/2025,NY Times,David Jones,Business,fake
History would relate truth us.,12/18/2022,,George Wilson,Sports,fake
Central measure nature wall Republican himself Democrat.,4/4/2023,BBC,Terry Owens,Business,fake
Crime character drop which.,12/2/2022,CNN,Holly Maldonado,Business,fake
One little since region lawyer.,8/17/2024,CNN,Jacob Brown,Sports,fake
Environmental ahead assume billion one.,4/16/2024,CNN,Rebecca Hess,Sports,fake
Perhaps animal adult ball age city make.,3/8/2024,Reuters,Judith Moore,Sports,real
Real treat minute better.,9/21/2024,CNN,Nicole Russell,Health,real
Last peace contain only start discussion plant.,9/29/2023,CNN,Jennifer Sandoval,Sports,real
Resource range agent friend story me find.,8/2/2022,BBC,Carlos Abbott,Sports,real
Create treatment still modern red color four.,12/13/2022,Fox News,Amanda Hernandez,Technology,real
Ball expect glass.,3/31/2024,CNN,Julie Hawkins,Science,fake
Family management adult fear minute product.,8/20/2022,BBC,Brooke Stewart,Business,real
Group onto deep into black.,4/17/2025,Reuters,Barbara White,Entertainment,real
My might hour concern Congress well executive feeling.,3/26/2023,CNN,,Health,real
Provide send tell station matter language teach.,4/18/2023,Fox News,David Beard,Politics,real
Sort billion yet entire movement field share.,10/23/2022,Daily News,Garrett Brown,Sports,real
Practice chance teach wide customer them.,3/27/2023,BBC,Sandra Fleming,Business,fake
Include form spring explain look child.,3/28/2025,Daily News,Robert Hanna,Sports,real
Training girl something.,10/16/2022,Reuters,Jennifer Scott,Health,fake
Quite my know accept wear follow.,12/5/2024,Daily News,Penny Maxwell,Business,real
Support pull every enough.,2/15/2024,Fox News,Amanda Crawford,Politics,real
Audience somebody design trade.,11/7/2022,Daily News,Tracy Greene,Health,real
Push project rest there individual south.,6/9/2023,Daily News,Michelle Baker,Science,real
Adult start security seek manage hand.,3/3/2025,CNN,Debra Clark,Health,real
Unit nor beat coach.,5/9/2023,The Guardian,Amy Moore,Business,fake
Best guy challenge must.,2/5/2025,Reuters,Amy Perez,Business,fake
Situation young more.,6/15/2023,The Guardian,Jennifer Sutton,Health,fake
